,Driver,Start,Mid Race,Finish,High Pos.,Low Pos.,Avg. Pos.,Pass Diff.,Green Flag Passes,Green Flag Times Passed,Quality Passes,Pct. Quality Passes,Fastest Lap,Top 15 Laps,Pct. Top 15 Laps,Laps Led,Pct. Laps Led,Total Laps,DRIVER RATING,race_ID
28,Daniel Suarez,14,36,29,14,37,34,-5,7,12,0,0.0,2,0,0.0,0,0.0,290,36.6,43
29,Paul Menard,19,33,30,16,35,31,4,28,24,0,0.0,0,0,0.0,0,0.0,215,32.8,43
30,Reed Sorenson,37,27,31,24,37,29,3,18,15,0,0.0,0,0,0.0,0,0.0,209,36.2,43
31,Aric Almirola,12,10,32,7,24,20,-1,42,43,20,47.6,0,171,51.2,0,0.0,178,71.2,43
32,Brad Keselowski,11,7,33,6,19,19,1,35,34,20,57.1,0,176,52.7,0,0.0,178,84.0,43
33,Denny Hamlin,5,9,34,1,22,20,-13,26,39,12,46.2,14,141,42.2,12,6.8,177,83.7,43
34,Jimmie Johnson,9,22,35,6,29,26,-17,42,59,12,28.6,6,47,14.1,0,0.0,175,66.7,43
35,Kyle Larson,10,35,36,2,31,26,22,49,27,14,28.6,13,92,27.5,0,0.0,126,56.2,43
36,"Martin Truex, Jr.",6,37,37,2,29,29,0,36,36,16,44.4,2,76,22.8,0,0.0,80,61.8,43
0,Kyle Busch,1,2,1,1,15,4,-5,50,55,50,100.0,58,500,100.0,117,23.4,500,129.1,44
1,Kyle Larson,6,5,2,1,13,3,12,35,23,35,100.0,109,500,100.0,200,40.0,500,138.8,44
2,Jimmie Johnson,17,3,3,1,35,7,10,70,60,57,81.4,26,460,92.0,0,0.0,500,112.5,44
3,"Ricky Stenhouse, Jr.",4,6,4,1,30,11,46,87,41,50,57.5,30,362,72.4,0,0.0,500,98.2,44
4,Alex Bowman,8,7,5,3,29,9,10,77,67,57,74.0,17,438,87.6,0,0.0,500,102.9,44
5,Aric Almirola,19,18,6,3,27,15,-12,91,103,54,59.3,3,290,58.0,0,0.0,500,78.3,44
6,Kevin Harvick,39,8,7,5,39,12,34,82,48,66,80.5,21,439,87.8,0,0.0,500,93.1,44
7,Clint Bowyer,14,13,8,1,24,13,7,76,69,54,71.1,6,370,74.0,0,0.0,500,82.3,44
8,Joey Logano,10,16,9,1,19,8,3,57,54,48,84.2,4,470,94.0,1,0.2,500,100.2,44
9,Ryan Newman,30,14,10,2,34,14,18,87,69,31,35.6,6,287,57.4,0,0.0,500,78.8,44
10,Daniel Suarez,12,15,11,1,22,11,-18,70,88,66,94.3,0,434,86.8,5,1.0,500,85.7,44
11,David Ragan,23,20,12,7,37,20,1,81,80,20,24.7,0,83,16.6,0,0.0,500,78.2,44
12,Paul Menard,7,11,13,1,16,9,-12,61,73,61,100.0,2,488,97.6,0,0.0,499,88.6,44
13,Denny Hamlin,25,4,14,1,25,13,3,60,57,51,85.0,12,330,66.0,4,0.8,499,94.8,44
14,Austin Dillon,21,9,15,3,24,12,2,80,78,65,81.3,4,384,76.8,0,0.0,499,83.3,44
15,Bubba Wallace,20,10,16,1,24,13,9,63,54,34,54.0,2,322,64.4,6,1.2,499,73.2,44
16,A.J. Allmendinger,18,17,17,4,34,20,23,83,60,6,7.2,2,27,5.4,0,0.0,499,62.8,44
17,William Byron,11,12,18,5,22,15,-10,64,74,37,57.8,4,260,52.0,0,0.0,498,69.7,44
18,Jamie McMurray,31,22,19,1,33,22,-4,61,65,0,0.0,0,2,0.4,0,0.0,498,55.8,44
19,Landon Cassill,29,21,20,9,30,22,-27,33,60,0,0.0,0,8,1.6,0,0.0,498,56.2,44
20,Matt DiBenedetto,24,19,21,7,28,21,-7,34,41,4,11.8,0,16,3.2,0,0.0,497,57.9,44
21,Kurt Busch,2,25,22,2,38,20,-4,34,38,13,38.2,9,127,25.4,0,0.0,496,71.1,44
22,Brad Keselowski,3,1,23,1,25,8,-12,44,56,36,81.8,27,416,83.2,67,13.5,495,94.4,44
23,Trevor Bayne,33,23,24,18,33,24,-1,49,50,0,0.0,1,0,0.0,0,0.0,495,55.1,44
24,Corey LaJoie,34,26,25,23,36,28,-4,8,12,0,0.0,0,0,0.0,0,0.0,494,44.2,44
25,Erik Jones,13,24,26,1,26,18,-18,33,51,24,72.7,5,183,36.6,0,0.0,494,72.9,44
26,D.J. Kennington,35,29,27,27,39,29,-3,6,9,0,0.0,0,0,0.0,0,0.0,482,40.0,44
27,Ty Dillon,32,31,28,18,36,29,-3,18,21,0,0.0,0,0,0.0,0,0.0,475,44.9,44
28,Chase Elliott,16,32,29,12,38,32,10,12,2,4,33.3,3,3,0.6,0,0.0,473,37.3,44
29,"Martin Truex, Jr.",26,28,30,21,37,31,5,13,8,0,0.0,0,0,0.0,0,0.0,458,36.4,44
30,Gray Gaulding,28,34,31,21,34,31,-13,15,28,0,0.0,0,0,0.0,0,0.0,448,48.0,44
31,Reed Sorenson,36,27,32,1,36,29,-7,11,18,0,0.0,0,2,0.4,0,0.0,342,40.2,44
32,Chad Finchum,38,30,33,23,39,32,-8,8,16,0,0.0,0,0,0.0,0,0.0,335,34.1,44
33,Kasey Kahne,15,33,34,8,34,24,-27,37,64,23,62.2,0,179,35.8,0,0.0,236,52.3,44
34,Ryan Blaney,5,35,35,1,11,2,1,3,2,3,100.0,23,117,23.4,100,85.5,117,93.3,44
35,Chris Buescher,22,36,36,16,33,26,17,36,19,0,0.0,1,0,0.0,0,0.0,116,39.7,44
36,Harrison Rhodes,37,37,37,28,39,31,-1,8,9,0,0.0,0,0,0.0,0,0.0,115,32.7,44
37,Michael McDowell,9,38,38,9,38,29,-2,1,3,0,0.0,0,3,0.6,0,0.0,9,25.3,44
38,Ross Chastain,27,39,39,26,27,31,-1,1,2,0,0.0,0,0,0.0,0,0.0,3,23.2,44
0,Kyle Busch,32,6,1,1,32,6,24,50,26,28,56.0,35,386,96.0,32,8.0,402,118.8,45
1,Chase Elliott,2,15,2,2,15,8,-13,36,49,30,83.3,1,402,100.0,0,0.0,402,101.2,45
2,Denny Hamlin,4,11,3,1,15,8,-7,42,49,31,73.8,16,402,100.0,6,1.5,402,101.2,45
3,Joey Logano,3,1,4,1,17,4,1,43,42,30,69.8,11,402,100.0,92,22.9,402,124.0,45
4,Kevin Harvick,10,10,5,1,19,8,12,43,31,35,81.4,28,369,91.8,8,2.0,402,105.8,45
5,Jimmie Johnson,17,22,6,6,33,19,13,71,58,13,18.3,1,60,14.9,0,0.0,402,78.0,45
6,Kyle Larson,5,17,7,2,22,13,2,57,55,31,54.4,3,255,63.4,0,0.0,402,86.5,45
7,Brad Keselowski,28,8,8,4,30,10,15,62,47,36,58.1,7,348,86.6,0,0.0,402,91.3,45
8,Clint Bowyer,16,2,9,1,16,5,14,44,30,42,95.5,18,400,99.5,45,11.2,402,114.3,45
9,Daniel Suarez,26,12,10,9,28,17,7,75,68,37,49.3,2,175,43.5,0,0.0,402,75.9,45
10,Kurt Busch,6,4,11,1,13,5,-6,49,55,40,81.6,28,402,100.0,98,24.4,402,116.2,45
11,William Byron,9,5,12,2,18,9,3,48,45,37,77.1,3,359,89.3,0,0.0,402,91.3,45
12,Erik Jones,7,21,13,6,33,20,-16,56,72,14,25.0,1,87,21.6,0,0.0,402,67.2,45
13,"Martin Truex, Jr.",1,9,14,1,17,4,5,49,44,35,71.4,28,399,99.3,121,30.1,402,114.3,45
14,Austin Dillon,23,13,15,7,23,16,4,77,73,32,41.6,1,185,46.0,0,0.0,402,74.0,45
15,Matt DiBenedetto,27,23,16,13,31,23,9,70,61,6,8.6,0,1,0.3,0,0.0,402,56.0,45
16,Aric Almirola,25,3,17,2,25,9,14,74,60,51,68.9,21,369,91.8,0,0.0,402,92.7,45
17,Alex Bowman,11,26,18,9,32,22,-15,58,73,4,6.9,8,51,12.7,0,0.0,402,65.2,45
18,Jamie McMurray,8,18,19,8,30,15,-5,58,63,16,27.6,14,247,61.4,0,0.0,402,78.4,45
19,Ty Dillon,31,29,20,20,32,27,2,60,58,0,0.0,0,0,0.0,0,0.0,402,46.5,45
20,Trevor Bayne,21,27,21,19,35,28,-11,52,63,0,0.0,19,0,0.0,0,0.0,402,54.3,45
21,Ryan Blaney,13,14,22,8,25,16,-9,50,59,22,44.0,0,250,62.2,0,0.0,402,69.3,45
22,"Ricky Stenhouse, Jr.",12,16,23,6,36,17,-12,85,97,24,28.2,39,168,41.8,0,0.0,402,73.3,45
23,Paul Menard,20,25,24,19,31,23,-6,49,55,0,0.0,7,0,0.0,0,0.0,401,55.2,45
24,Bubba Wallace,18,20,25,17,33,23,-10,46,56,0,0.0,0,0,0.0,0,0.0,401,50.0,45
25,Chris Buescher,19,30,26,18,33,27,-13,35,48,0,0.0,4,0,0.0,0,0.0,401,48.0,45
26,A.J. Allmendinger,33,31,27,22,33,29,11,52,41,0,0.0,2,0,0.0,0,0.0,401,44.9,45
27,Ross Chastain,30,28,28,23,38,30,7,53,46,0,0.0,0,0,0.0,0,0.0,401,41.0,45
28,Kasey Kahne,29,24,29,23,35,28,1,59,58,0,0.0,23,0,0.0,0,0.0,400,48.3,45
29,Cole Whitt,35,32,30,22,35,31,-2,43,45,0,0.0,1,0,0.0,0,0.0,400,34.7,45
30,Michael McDowell,24,33,31,22,35,30,-11,28,39,0,0.0,20,0,0.0,0,0.0,400,48.3,45
31,Daniel Hemric,22,34,32,22,35,33,-9,22,31,0,0.0,0,0,0.0,0,0.0,399,37.3,45
32,David Ragan,15,19,33,13,33,20,-6,49,55,9,18.4,0,6,1.5,0,0.0,399,55.7,45
33,Landon Cassill,36,35,34,32,37,35,-1,13,14,0,0.0,10,0,0.0,0,0.0,397,31.0,45
34,Gray Gaulding,34,36,35,31,37,36,-3,9,12,0,0.0,0,0,0.0,0,0.0,393,27.9,45
35,Harrison Rhodes,38,37,36,36,38,37,1,3,2,0,0.0,0,0,0.0,0,0.0,386,26.3,45
36,Ryan Newman,14,7,37,4,20,14,14,47,33,29,61.7,1,307,76.4,0,0.0,368,66.6,45
37,Reed Sorenson,37,38,38,34,38,37,-2,5,7,0,0.0,1,0,0.0,0,0.0,188,23.3,45
0,Joey Logano,9,1,1,1,30,6,-1,154,155,103,66.9,2,162,86.2,70,37.2,188,132.0,46
1,Kurt Busch,2,2,2,1,39,13,8,221,213,158,71.5,7,132,70.2,5,2.7,188,110.8,46
2,Chase Elliott,5,13,3,1,37,13,67,287,220,145,50.5,3,118,62.8,0,0.0,188,94.8,46
3,Kevin Harvick,1,15,4,1,30,11,10,262,252,157,59.9,7,129,68.6,12,6.4,188,104.4,46
4,"Ricky Stenhouse, Jr.",7,17,5,1,33,15,-5,267,272,147,55.1,10,97,51.6,4,2.1,188,89.6,46
5,David Ragan,12,10,6,3,38,17,4,300,296,177,59.0,10,103,54.8,0,0.0,188,88.1,46
6,Aric Almirola,40,16,7,1,40,14,15,277,262,195,70.4,2,118,62.8,0,0.0,188,80.6,46
7,Alex Bowman,11,18,8,1,32,12,4,253,249,133,52.6,7,121,64.4,26,13.8,188,96.8,46
8,Ryan Newman,18,7,9,4,35,17,21,244,223,115,47.1,4,87,46.3,0,0.0,188,72.6,46
9,Daniel Suarez,14,11,10,1,37,17,-15,280,295,172,61.4,7,98,52.1,1,0.5,188,75.9,46
10,Chris Buescher,25,24,11,1,32,19,0,168,168,60,35.7,4,68,36.2,1,0.5,188,70.3,46
11,Jimmie Johnson,16,5,12,2,25,10,3,249,246,196,78.7,3,161,85.6,0,0.0,188,101.8,46
12,Kyle Busch,19,6,13,2,27,12,28,345,317,265,76.8,6,144,76.6,0,0.0,188,96.5,46
13,Denny Hamlin,4,3,14,1,30,12,-23,199,222,144,72.4,7,114,60.6,11,5.9,188,94.2,46
14,Ty Dillon,29,29,15,8,37,24,0,101,101,38,37.6,1,49,26.1,0,0.0,188,61.4,46
15,Bubba Wallace,15,19,16,1,23,14,-1,254,255,130,51.2,2,98,52.1,5,2.7,188,79.0,46
16,Kasey Kahne,26,26,17,1,34,21,-4,192,196,99,51.6,6,56,29.8,1,0.5,188,63.6,46
17,Ryan Blaney,23,8,18,2,34,12,-6,242,248,170,70.3,6,124,66.0,0,0.0,188,87.2,46
18,Matt DiBenedetto,33,23,19,1,35,22,-15,176,191,26,14.8,2,27,14.4,6,3.2,188,51.6,46
19,D.J. Kennington,31,32,20,13,38,29,-12,54,66,3,5.6,2,3,1.6,0,0.0,188,47.0,46
20,Cole Whitt,36,22,21,8,36,22,3,200,197,48,24.0,4,29,15.4,0,0.0,188,53.6,46
21,Brendan Gaughan,30,20,22,1,33,20,4,215,211,47,21.9,4,42,22.3,1,0.5,188,56.6,46
22,Timothy Peters,32,31,23,17,36,30,-2,54,56,0,0.0,2,0,0.0,0,0.0,187,45.1,46
23,Gray Gaulding,37,33,24,20,38,31,-8,60,68,0,0.0,1,0,0.0,0,0.0,187,41.8,46
24,Ross Chastain,35,30,25,23,39,33,-1,25,26,0,0.0,2,0,0.0,0,0.0,186,36.7,46
25,"Martin Truex, Jr.",3,34,26,3,36,25,12,95,83,25,26.3,3,33,17.6,0,0.0,184,64.2,46
26,Joey Gase,34,28,27,22,38,30,-4,59,63,0,0.0,6,0,0.0,0,0.0,178,38.4,46
27,Jamie McMurray,27,36,28,1,36,27,10,94,84,53,56.4,4,44,23.4,0,0.0,174,56.9,46
28,William Byron,17,12,29,1,23,13,-45,195,240,138,70.8,4,125,66.5,14,8.5,165,85.8,46
29,Paul Menard,13,4,30,1,31,12,-11,223,234,146,65.5,6,127,67.6,8,4.9,165,92.8,46
30,Clint Bowyer,8,27,31,8,40,27,-16,138,154,55,39.9,4,28,14.9,0,0.0,165,51.9,46
31,Michael McDowell,20,14,32,4,37,19,1,271,270,188,69.4,2,85,45.2,0,0.0,165,60.3,46
32,Brad Keselowski,10,9,33,1,30,14,-38,215,253,158,73.5,5,122,64.9,21,12.7,165,85.6,46
33,A.J. Allmendinger,28,25,34,1,28,21,18,171,153,27,15.8,4,46,24.5,2,1.2,165,51.9,46
34,Austin Dillon,24,21,35,7,28,20,-3,144,147,34,23.6,2,42,22.3,0,0.0,165,55.9,46
35,Timmy Hill,39,35,36,34,40,36,1,10,9,0,0.0,0,0,0.0,0,0.0,151,28.6,46
36,Reed Sorenson,38,40,37,37,40,38,-4,5,9,0,0.0,0,0,0.0,0,0.0,79,25.0,46
37,Trevor Bayne,21,37,38,6,36,32,15,68,53,12,17.7,3,3,1.6,0,0.0,71,33.7,46
38,Erik Jones,6,38,39,3,32,31,-15,80,95,48,60.0,0,26,13.8,0,0.0,71,36.5,46
39,Kyle Larson,22,39,40,3,22,27,2,85,83,47,55.3,1,59,31.4,0,0.0,71,69.6,46
0,Kevin Harvick,2,1,1,1,21,2,12,16,4,16,100.0,113,399,99.8,201,50.3,400,144.3,47
1,Clint Bowyer,12,6,2,1,36,8,36,47,11,24,51.1,26,336,84.0,40,10.0,400,108.9,47
2,Daniel Suarez,7,7,3,2,25,8,3,21,18,21,100.0,3,399,99.8,0,0.0,400,105.3,47
3,"Martin Truex, Jr.",3,10,4,1,27,7,-1,40,41,21,52.5,21,349,87.3,0,0.0,400,112.8,47
4,Kurt Busch,9,12,5,2,18,9,15,21,6,19,90.5,11,373,93.3,0,0.0,400,95.4,47
5,Brad Keselowski,8,2,6,1,10,3,4,16,12,16,100.0,28,400,100.0,108,27.0,400,119.7,47
6,Denny Hamlin,10,16,7,4,24,12,6,31,25,25,80.7,2,306,76.5,0,0.0,400,85.3,47
7,Ryan Blaney,14,5,8,2,14,7,3,22,19,21,95.5,1,400,100.0,0,0.0,400,100.0,47
8,Jimmie Johnson,19,4,9,3,26,9,16,31,15,28,90.3,7,396,99.0,0,0.0,400,95.1,47
9,Kyle Larson,1,22,10,1,37,17,0,44,44,6,13.6,13,170,42.5,0,0.0,400,86.6,47
10,Aric Almirola,13,13,11,5,22,15,8,28,20,17,60.7,6,280,70.0,0,0.0,400,78.3,47
11,Chase Elliott,6,8,12,3,14,9,-2,23,25,23,100.0,4,400,100.0,0,0.0,400,91.7,47
12,Joey Logano,18,11,13,1,18,11,17,33,16,26,78.8,1,357,89.3,1,0.3,400,85.9,47
13,William Byron,17,15,14,11,33,16,10,31,21,13,41.9,0,221,55.3,0,0.0,399,72.5,47
14,"Ricky Stenhouse, Jr.",5,14,15,1,23,11,-10,32,42,31,96.9,5,399,99.8,24,6.0,399,79.8,47
15,Jamie McMurray,23,9,16,1,29,14,-14,23,37,9,39.1,2,199,49.8,0,0.0,399,70.9,47
16,Kasey Kahne,25,18,17,1,31,18,12,30,18,7,23.3,0,60,15.0,0,0.0,399,64.9,47
17,Erik Jones,11,19,18,10,26,17,-3,33,36,8,24.2,5,92,23.0,0,0.0,399,69.1,47
18,Trevor Bayne,22,17,19,12,34,19,-5,34,39,4,11.8,0,59,14.8,0,0.0,398,62.8,47
19,Chris Buescher,16,20,20,15,35,20,-5,30,35,2,6.7,0,4,1.0,0,0.0,398,58.3,47
20,A.J. Allmendinger,28,21,21,8,29,21,9,30,21,1,3.3,0,20,5.0,0,0.0,397,53.7,47
21,Michael McDowell,29,24,22,19,38,25,6,29,23,0,0.0,0,0,0.0,0,0.0,397,49.2,47
22,Alex Bowman,15,23,23,1,38,20,-10,33,43,4,12.1,28,81,20.3,26,6.6,397,82.3,47
23,Ty Dillon,30,26,24,20,33,26,1,24,23,0,0.0,0,0,0.0,0,0.0,396,46.0,47
24,Bubba Wallace,26,25,25,18,37,25,15,39,24,0,0.0,4,0,0.0,0,0.0,396,49.9,47
25,Austin Dillon,27,28,26,3,36,27,-15,18,33,0,0.0,20,9,2.3,0,0.0,395,53.4,47
26,David Ragan,32,27,27,24,36,28,3,27,24,0,0.0,5,0,0.0,0,0.0,395,43.8,47
27,Ross Chastain,31,29,28,4,35,29,2,16,14,0,0.0,0,2,0.5,0,0.0,393,40.2,47
28,Matt DiBenedetto,24,30,29,22,37,30,-8,17,25,0,0.0,12,0,0.0,0,0.0,392,40.5,47
29,Gray Gaulding,35,31,30,9,35,32,-8,19,27,0,0.0,0,1,0.3,0,0.0,386,33.7,47
30,Landon Cassill,33,33,31,3,38,32,-28,22,50,0,0.0,0,5,1.3,0,0.0,385,35.4,47
31,Reed Sorenson,34,34,32,12,37,33,-8,11,19,0,0.0,0,1,0.3,0,0.0,382,32.2,47
32,Ryan Newman,21,35,33,15,35,30,-7,15,22,1,6.7,7,12,3.0,0,0.0,377,50.9,47
33,Paul Menard,20,36,34,16,37,31,-16,17,33,0,0.0,0,0,0.0,0,0.0,354,52.3,47
34,Kyle Busch,4,3,35,2,22,13,-5,14,19,13,92.9,22,269,67.3,0,0.0,271,97.6,47
35,Cody Ware,37,32,36,14,37,34,-13,10,23,0,0.0,0,1,0.3,0,0.0,244,27.3,47
36,Derrike Cope,36,37,37,28,38,36,-9,3,12,0,0.0,0,0,0.0,0,0.0,144,24.8,47
37,Corey LaJoie,38,38,38,29,38,37,-5,5,10,0,0.0,0,0,0.0,0,0.0,20,24.0,47
0,Kevin Harvick,1,2,1,1,9,2,6,28,22,23,82.1,71,267,100.0,79,29.6,267,139.8,48
1,"Martin Truex, Jr.",7,10,2,1,20,9,0,52,52,37,71.2,9,265,99.3,13,4.9,267,100.8,48
2,Joey Logano,9,6,3,1,9,4,3,33,30,26,78.8,3,267,100.0,6,2.3,267,111.0,48
3,Kyle Larson,22,1,4,1,24,5,37,62,25,38,61.3,48,260,97.4,101,37.8,267,125.9,48
4,Denny Hamlin,6,12,5,2,23,10,-7,55,62,31,56.4,8,258,96.6,0,0.0,267,90.8,48
5,Paul Menard,11,11,6,6,22,12,9,64,55,39,60.9,3,259,97.0,0,0.0,267,85.6,48
6,Erik Jones,12,8,7,3,22,10,3,64,61,41,64.1,3,257,96.3,0,0.0,267,90.4,48
7,Kurt Busch,8,5,8,5,19,8,3,55,52,33,60.0,0,262,98.1,0,0.0,267,93.7,48
8,Aric Almirola,4,7,9,4,17,8,0,52,52,36,69.2,0,263,98.5,0,0.0,267,96.7,48
9,Kyle Busch,3,4,10,2,15,6,0,36,36,28,77.8,18,267,100.0,0,0.0,267,103.6,48
10,"Ricky Stenhouse, Jr.",16,18,11,1,24,17,-4,83,87,18,21.7,0,37,13.9,10,3.8,267,72.1,48
11,Chase Elliott,17,17,12,4,22,15,1,74,73,30,40.5,0,152,56.9,0,0.0,267,77.5,48
12,David Ragan,20,19,13,5,26,20,-8,67,75,17,25.4,0,20,7.5,0,0.0,267,65.7,48
13,Brad Keselowski,5,25,14,2,28,16,-15,29,44,4,13.8,10,117,43.8,0,0.0,267,97.1,48
14,Clint Bowyer,33,9,15,7,33,11,29,79,50,42,53.2,0,246,92.1,0,0.0,267,85.2,48
15,A.J. Allmendinger,18,23,16,10,26,22,-4,47,51,4,8.5,0,2,0.8,0,0.0,266,57.7,48
16,Austin Dillon,25,24,17,1,31,22,-5,68,73,7,10.3,1,10,3.8,4,1.5,266,58.5,48
17,Alex Bowman,19,13,18,7,23,15,-7,64,71,23,35.9,0,159,59.6,0,0.0,266,70.2,48
18,Jimmie Johnson,23,26,19,17,29,24,-2,60,62,0,0.0,6,0,0.0,0,0.0,265,60.1,48
19,Michael McDowell,36,21,20,13,36,25,-4,48,52,0,0.0,3,1,0.4,0,0.0,265,50.8,48
20,Kasey Kahne,34,22,21,20,34,26,1,34,33,0,0.0,1,0,0.0,0,0.0,264,51.7,48
21,Matt DiBenedetto,37,29,22,22,37,29,5,20,15,0,0.0,1,0,0.0,0,0.0,263,44.1,48
22,Bubba Wallace,21,31,23,21,36,31,-6,25,31,0,0.0,2,0,0.0,0,0.0,262,47.7,48
23,Corey LaJoie,27,30,24,24,35,31,-3,14,17,0,0.0,0,0,0.0,0,0.0,262,41.2,48
24,Landon Cassill,31,33,25,25,35,32,2,20,18,0,0.0,0,0,0.0,0,0.0,260,38.7,48
25,Ross Chastain,28,34,26,26,38,35,8,16,8,0,0.0,0,0,0.0,0,0.0,259,32.8,48
26,Reed Sorenson,30,35,27,27,36,34,3,15,12,0,0.0,0,0,0.0,0,0.0,259,34.5,48
27,Daniel Suarez,14,27,28,9,35,23,-10,43,53,8,18.6,3,30,11.2,0,0.0,258,61.2,48
28,Gray Gaulding,29,36,29,29,36,35,-5,16,21,0,0.0,0,0,0.0,0,0.0,257,33.7,48
29,Ryan Newman,15,16,30,1,24,15,-10,58,68,28,48.3,0,153,57.3,0,0.0,253,76.2,48
30,Jamie McMurray,24,14,31,6,24,17,8,77,69,18,23.4,0,62,23.2,0,0.0,253,68.5,48
31,Timmy Hill,38,38,32,31,38,37,6,9,3,0,0.0,0,0,0.0,0,0.0,253,29.0,48
32,William Byron,13,15,33,1,28,17,4,59,55,21,35.6,2,106,39.7,0,0.0,252,65.2,48
33,Chris Buescher,10,20,34,9,24,20,-4,58,62,14,24.1,0,38,14.2,0,0.0,252,58.2,48
34,B.J. McLeod,32,37,35,32,38,37,0,6,6,0,0.0,0,0,0.0,0,0.0,251,26.0,48
35,Matt Kenseth,35,28,36,21,35,27,5,42,37,0,0.0,0,0,0.0,0,0.0,250,45.8,48
36,Ryan Blaney,2,3,37,1,6,4,0,19,19,17,89.5,40,247,92.5,54,21.9,247,103.5,48
37,Ty Dillon,26,32,38,26,33,31,-7,25,32,0,0.0,0,0,0.0,0,0.0,247,39.5,48
0,Kyle Busch,1,1,1,1,13,1,0,25,25,21,84.0,139,400,100.0,377,94.3,400,150.0,49
1,"Martin Truex, Jr.",15,2,2,2,23,7,38,111,73,91,82.0,36,377,94.3,0,0.0,400,115.7,49
2,Denny Hamlin,3,4,3,1,26,5,8,72,64,59,81.9,32,393,98.3,9,2.3,400,120.9,49
3,Brad Keselowski,5,17,4,1,28,12,-12,81,93,40,49.4,7,269,67.3,2,0.5,400,95.2,49
4,Jimmie Johnson,23,8,5,2,28,10,28,125,97,73,58.4,6,334,83.5,0,0.0,400,103.5,49
5,Jamie McMurray,7,11,6,2,35,13,-2,120,122,57,47.5,2,293,73.3,0,0.0,400,93.9,49
6,Kyle Larson,11,3,7,1,25,6,29,97,68,53,54.6,21,372,93.0,0,0.0,400,112.6,49
7,Kurt Busch,16,12,8,2,25,10,5,99,94,67,67.7,0,352,88.0,0,0.0,400,98.3,49
8,Alex Bowman,27,15,9,2,27,12,-7,118,125,68,57.6,1,318,79.5,0,0.0,400,85.2,49
9,"Ricky Stenhouse, Jr.",13,13,10,5,29,14,15,131,116,78,59.5,2,279,69.8,0,0.0,399,81.1,49
10,Chase Elliott,22,7,11,3,31,12,3,117,114,68,58.1,1,298,74.5,0,0.0,399,86.1,49
11,Clint Bowyer,28,5,12,3,28,12,7,95,88,48,50.5,1,329,82.3,0,0.0,399,87.1,49
12,Aric Almirola,9,6,13,1,23,9,-12,82,94,58,70.7,2,383,95.8,0,0.0,399,98.6,49
13,Paul Menard,14,18,14,2,26,16,-21,98,119,39,39.8,0,181,45.3,0,0.0,399,75.3,49
14,Daniel Suarez,10,27,15,4,29,19,-25,138,163,51,37.0,16,139,34.8,0,0.0,399,73.4,49
15,Bubba Wallace,24,16,16,1,31,18,11,124,113,28,22.6,1,80,20.0,0,0.0,399,66.9,49
16,Matt Kenseth,17,22,17,13,30,22,-18,81,99,1,1.2,0,4,1.0,0,0.0,399,62.5,49
17,Michael McDowell,29,24,18,2,30,23,-3,110,113,14,12.7,3,21,5.3,0,0.0,399,56.2,49
18,Erik Jones,4,10,19,1,30,11,23,123,100,66,53.7,23,301,75.3,0,0.0,399,92.4,49
19,Kasey Kahne,26,23,20,2,29,18,0,108,108,37,34.3,10,120,30.0,0,0.0,399,64.7,49
20,Ty Dillon,20,25,21,6,30,24,-23,114,137,11,9.7,0,15,3.8,0,0.0,399,54.5,49
21,Joey Logano,2,26,22,1,30,15,-1,125,126,57,45.6,4,162,40.5,12,3.0,399,68.9,49
22,A.J. Allmendinger,30,19,23,8,30,22,1,107,106,15,14.0,6,27,6.8,0,0.0,399,60.6,49
23,Ross Chastain,25,28,24,6,35,27,12,64,52,9,14.1,0,13,3.3,0,0.0,398,46.8,49
24,David Ragan,19,21,25,6,29,24,-16,86,102,13,15.1,0,16,4.0,0,0.0,396,52.3,49
25,Corey LaJoie,33,29,26,7,34,28,-4,56,60,9,16.1,4,11,2.8,0,0.0,396,45.3,49
26,Parker Kligerman,32,32,27,27,38,31,5,27,22,0,0.0,0,0,0.0,0,0.0,394,40.8,49
27,Landon Cassill,35,31,28,27,37,31,5,24,19,0,0.0,3,0,0.0,0,0.0,394,37.8,49
28,Chris Buescher,18,20,29,8,30,23,-4,75,79,8,10.7,2,15,3.8,0,0.0,394,54.4,49
29,Jeffrey Earnhardt,37,34,30,30,38,34,8,24,16,0,0.0,1,0,0.0,0,0.0,389,34.3,49
30,Gray Gaulding,34,33,31,30,36,32,-10,16,26,0,0.0,0,0,0.0,0,0.0,388,36.2,49
31,Timmy Hill,36,36,32,32,40,36,0,6,6,0,0.0,0,0,0.0,0,0.0,383,28.8,49
32,B.J. McLeod,38,35,33,32,38,35,1,10,9,0,0.0,0,0,0.0,0,0.0,373,31.1,49
33,Austin Dillon,12,38,34,12,40,36,-5,15,20,9,60.0,5,23,5.8,0,0.0,348,45.9,49
34,Ryan Newman,6,9,35,1,35,18,-20,98,118,53,54.1,0,206,51.5,0,0.0,344,67.0,49
35,Ryan Blaney,8,14,36,1,24,17,-11,44,55,24,54.6,1,205,51.3,0,0.0,278,80.9,49
36,Matt DiBenedetto,31,30,37,22,37,33,-9,31,40,0,0.0,1,0,0.0,0,0.0,257,37.2,49
37,J.J. Yeley,40,37,38,37,40,37,2,5,3,0,0.0,0,0,0.0,0,0.0,191,25.4,49
38,William Byron,21,39,39,12,34,33,-16,39,55,7,18.0,0,4,1.0,0,0.0,139,39.7,49
