,Pos,St,#,Driver,Sponsor / Owner,Car,Laps,Status,Led,Pts,PPts,Track
18,19,26,18,Kyle Busch,M&M's Hazelnut (Joe Gibbs),Toyota,188,running,7,19,0,Talladega
19,20,23,37,Chris Buescher,Louisiana Hot Sauce / Clorox (JTG-Daugherty Racing),Chevrolet,187,crash,1,21,0,Talladega
20,21,29,8,Daniel Hemric,Liberty National / RCR 50th (Richard Childress),Chevrolet,187,running,1,16,0,Talladega
21,22,38,27,Reed Sorenson,Premium Motorsports (Jay Robinson),Chevrolet,187,running,0,15,0,Talladega
22,23,8,14,Clint Bowyer,Rush / Mobil Delvac 1 (Stewart Haas Racing),Ford,186,running,13,24,1,Talladega
23,24,27,43,Bubba Wallace,Victory Junction (Richard Petty Motorsports),Chevrolet,185,running,1,13,0,Talladega
24,25,6,2,Brad Keselowski,Miller Lite (Roger Penske),Ford,182,crash,22,26,0,Talladega
25,26,18,19,"Martin Truex, Jr.",Bass Pro Shops / Tracker ATVs & Boats (Joe Gibbs),Toyota,182,running,0,11,0,Talladega
26,27,28,62,Brendan Gaughan,Beard Oil / South Point Hotel & Casino (Beard Motorsports),Chevrolet,181,crash,0,0,0,Talladega
27,28,24,1,Kurt Busch,Monster Energy (Chip Ganassi),Chevrolet,181,crash,16,13,0,Talladega
28,29,17,38,David Ragan,Envision (Bob Jenkins),Ford,181,crash,0,8,0,Talladega
29,30,31,95,Matt DiBenedetto,One Bite / Barstool Sports (Leavine Family Racing),Toyota,181,crash,0,7,0,Talladega
30,31,35,77,Blake Jones,Tennessee Shine Co. / XXX Distillery (Spire Motorsports),Chevrolet,179,running,0,0,0,Talladega
31,32,19,41,Daniel Suarez,Haas Automation (Stewart Haas Racing),Ford,168,crash,0,14,0,Talladega
32,33,3,24,William Byron,Axalta (Rick Hendrick),Chevrolet,162,crash,13,17,1,Talladega
33,34,11,20,Erik Jones,DeWalt (Joe Gibbs),Toyota,162,crash,1,3,0,Talladega
34,35,37,51,Austin Theriault,Jacob Companies / Jacob Construction (Rick Ware),Ford,162,crash,1,2,0,Talladega
35,36,36,66,Joey Gase,Fan Memories at Richmond Raceway (Carl Long),Toyota,161,crash,0,0,0,Talladega
36,37,2,88,Alex Bowman,Nationwide / Amazon Echo Auto (Rick Hendrick),Chevrolet,106,crash,0,9,0,Talladega
37,38,4,48,Jimmie Johnson,Ally (Rick Hendrick),Chevrolet,106,crash,2,5,0,Talladega
38,39,12,42,Kyle Larson,McDonald's Spicy Chicken (Chip Ganassi),Chevrolet,106,crash,0,6,0,Talladega
39,40,39,52,Spencer Boyd,Manscaped / Factor One Source (Rick Ware),Chevrolet,53,engine,0,0,0,Talladega
0,1,23,11,Denny Hamlin,FedEx Office (Joe Gibbs),Toyota,277,running,153,53,6,Kansas
1,2,14,9,Chase Elliott,NAPA Auto Parts (Rick Hendrick),Chevrolet,277,running,4,50,0,Kansas
2,3,18,18,Kyle Busch,M&M's Halloween (Joe Gibbs),Toyota,277,running,0,41,0,Kansas
3,4,15,1,Kurt Busch,Advent Health (Chip Ganassi),Chevrolet,277,running,0,33,0,Kansas
4,5,25,24,William Byron,UniFirst (Rick Hendrick),Chevrolet,277,running,1,39,0,Kansas
5,6,11,19,"Martin Truex, Jr.",Bass Pro Shops / Tracker ATVs & Boats (Joe Gibbs),Toyota,277,running,33,46,0,Kansas
6,7,20,20,Erik Jones,Reser's Fine Foods (Joe Gibbs),Toyota,277,running,0,32,0,Kansas
7,8,21,14,Clint Bowyer,DeKalb / Left Turns For Learning (Stewart Haas Racing),Ford,277,running,0,31,0,Kansas
8,9,40,4,Kevin Harvick,Jimmy John's 3 Dollar Little John (Stewart Haas Racing),Ford,277,running,0,33,0,Kansas
9,10,12,48,Jimmie Johnson,Ally Fueling Futures (Rick Hendrick),Chevrolet,277,running,0,27,0,Kansas
10,11,16,88,Alex Bowman,Nationwide / ProtectMyFarm.com (Rick Hendrick),Chevrolet,277,running,7,26,0,Kansas
11,12,28,47,Ryan Preece,Kroger / No Yolks / American Beauty (JTG-Daugherty Racing),Chevrolet,277,running,0,25,0,Kansas
12,13,26,37,Chris Buescher,Kroger - Simmer Like A Winner (JTG-Daugherty Racing),Chevrolet,277,running,0,24,0,Kansas
13,14,5,42,Kyle Larson,Credit One Bank (Chip Ganassi),Chevrolet,277,running,60,23,0,Kansas
14,15,27,95,Matt DiBenedetto,Toyota Express Maintenance (Leavine Family Racing),Toyota,277,running,0,22,0,Kansas
15,16,19,17,"Ricky Stenhouse, Jr.",Milwaukee / Fastenal (Jack Roush),Ford,277,running,1,22,0,Kansas
16,17,29,22,Joey Logano,Shell / Pennzoil (Roger Penske),Ford,277,running,4,34,1,Kansas
17,18,22,21,Paul Menard,Menards / Atlas (Wood Brothers),Ford,277,running,0,22,0,Kansas
18,19,4,2,Brad Keselowski,Discount Tire (Roger Penske),Ford,277,running,2,23,0,Kansas
19,20,9,3,Austin Dillon,Roland (Richard Childress),Chevrolet,277,running,0,17,0,Kansas
20,21,3,12,Ryan Blaney,Menards / Dickies (Roger Penske),Ford,277,running,2,29,0,Kansas
21,22,24,13,Ty Dillon,GEICO (Germain Racing),Chevrolet,276,running,0,15,0,Kansas
22,23,13,10,Aric Almirola,Smithfield / Hy-Vee (Stewart Haas Racing),Ford,274,running,0,14,0,Kansas
23,24,6,34,Michael McDowell,"Love's Travel Stops / Prime, Inc. (Bob Jenkins)",Ford,274,running,0,13,0,Kansas
24,25,17,36,Matt Tifft,Louis Kemp Crab Delights (Bob Jenkins),Ford,273,running,0,12,0,Kansas
25,26,2,38,David Ragan,MDS (Bob Jenkins),Ford,273,running,0,11,0,Kansas
26,27,33,15,Ross Chastain,Harrah's North Kansas City (Jay Robinson),Chevrolet,272,running,0,0,0,Kansas
27,28,31,32,Corey LaJoie,Kansasland / Nebraskaland (Archie St. Hilaire),Ford,272,running,0,9,0,Kansas
28,29,32,96,Parker Kligerman,Gaunt Brothers,Toyota,271,running,0,0,0,Kansas
29,30,36,51,J.J. Yeley,Jacob Companies (Rick Ware),Ford,271,running,0,0,0,Kansas
30,31,1,8,Daniel Hemric,Caterpillar (Richard Childress),Chevrolet,270,crash,4,6,0,Kansas
31,32,8,41,Daniel Suarez,Arris (Stewart Haas Racing),Ford,270,crash,6,13,0,Kansas
32,33,34,27,Reed Sorenson,Winning Streaks Restaurant (Jay Robinson),Chevrolet,268,running,0,4,0,Kansas
33,34,35,52,Garrett Smithley,Bangor Savings Bank (Rick Ware),Ford,267,running,0,0,0,Kansas
34,35,10,43,Bubba Wallace,Victory Junction (Richard Petty Motorsports),Chevrolet,263,crash,0,2,0,Kansas
35,36,37,53,Josh Bilicki,Insurance King (Rick Ware),Ford,262,running,0,0,0,Kansas
36,37,30,0,Landon Cassill,Creek Enterprise / StarCom Fiber (StarCom Racing),Chevrolet,203,vibration,0,0,0,Kansas
37,38,39,66,Joey Gase,Page Construction (Carl Long),Toyota,107,crash,0,0,0,Kansas
38,39,38,77,Timmy Hill,Spire Motorsports,Chevrolet,95,too slow,0,0,0,Kansas
39,40,7,6,Ryan Newman,Roush Performance (Jack Roush),Ford,72,crash,0,1,0,Kansas
0,1,3,19,"Martin Truex, Jr.",Auto-Owners Insurance (Joe Gibbs),Toyota,500,running,464,60,7,Martinsville
1,2,11,24,William Byron,Liberty University (Rick Hendrick),Chevrolet,500,running,0,45,0,Martinsville
2,3,15,2,Brad Keselowski,Alliance Truck Parts (Roger Penske),Ford,500,running,0,35,0,Martinsville
3,4,1,11,Denny Hamlin,FedEx Freight (Joe Gibbs),Toyota,500,running,30,45,0,Martinsville
4,5,6,12,Ryan Blaney,Menards / Richmond (Roger Penske),Ford,500,running,0,48,0,Martinsville
5,6,25,1,Kurt Busch,Global Poker (Chip Ganassi),Chevrolet,500,running,0,31,0,Martinsville
6,7,22,4,Kevin Harvick,Hunt Brothers Pizza (Stewart Haas Racing),Ford,500,running,0,30,0,Martinsville
7,8,10,22,Joey Logano,Shell / Pennzoil (Roger Penske),Ford,500,running,0,42,0,Martinsville
8,9,14,42,Kyle Larson,Clover (Chip Ganassi),Chevrolet,500,running,6,37,0,Martinsville
9,10,35,6,Ryan Newman,Blue Bird (Jack Roush),Ford,500,running,0,27,0,Martinsville
10,11,17,38,David Ragan,MDS Transport (Bob Jenkins),Ford,500,running,0,26,0,Martinsville
11,12,20,37,Chris Buescher,Clorox / Velveeta / Bush's Beans (JTG-Daugherty Racing),Chevrolet,500,running,0,25,0,Martinsville
12,13,26,43,Bubba Wallace,Victory Junction (Richard Petty Motorsports),Chevrolet,500,running,0,24,0,Martinsville
13,14,13,18,Kyle Busch,M&M's Halloween (Joe Gibbs),Toyota,500,running,0,29,0,Martinsville
14,15,16,17,"Ricky Stenhouse, Jr.",Fifth Third Bank (Jack Roush),Ford,500,running,0,22,0,Martinsville
15,16,12,95,Matt DiBenedetto,Toyota Express Maintenance (Leavine Family Racing),Toyota,500,running,0,21,0,Martinsville
16,17,18,8,Daniel Hemric,Chevrolet Accessories (Richard Childress),Chevrolet,500,running,0,20,0,Martinsville
17,18,36,32,Corey LaJoie,CorvetteParts.net / Scooby Doo (Archie St. Hilaire),Ford,500,running,0,19,0,Martinsville
18,19,21,47,Ryan Preece,Kroger / Nature Valley / No Yolks (JTG-Daugherty Racing),Chevrolet,500,running,0,18,0,Martinsville
19,20,8,20,Erik Jones,Craftsman (Joe Gibbs),Toyota,499,running,0,19,0,Martinsville
20,21,28,21,Paul Menard,Quick Lane Tire & Auto Center (Wood Brothers),Ford,499,running,0,16,0,Martinsville
21,22,23,3,Austin Dillon,American Ethanol (Richard Childress),Chevrolet,499,running,0,15,0,Martinsville
22,23,5,34,Michael McDowell,A&W All American Foods (Bob Jenkins),Ford,499,running,0,14,0,Martinsville
23,24,27,13,Ty Dillon,GEICO (Germain Racing),Chevrolet,498,running,0,13,0,Martinsville
24,25,29,36,Matt Crafton,Surface Sunscreen / Tunity (Bob Jenkins),Ford,495,running,0,0,0,Martinsville
25,26,30,0,Landon Cassill,Sea Deck / Units (StarCom Racing),Chevrolet,495,running,0,0,0,Martinsville
26,27,38,51,B.J. McLeod,Jacob Companies (Rick Ware),Chevrolet,494,running,0,0,0,Martinsville
27,28,32,53,J.J. Yeley,Kay Yow / Gotta Kill It To Heal It (Rick Ware),Chevrolet,494,running,0,0,0,Martinsville
28,29,33,15,Ross Chastain,VIPRacingExperience.com (Jay Robinson),Chevrolet,494,running,0,0,0,Martinsville
29,30,19,88,Alex Bowman,Llumar (Rick Hendrick),Chevrolet,494,running,0,7,0,Martinsville
30,31,9,41,Daniel Suarez,Haas Automation (Stewart Haas Racing),Ford,488,running,0,7,0,Martinsville
31,32,34,52,Garrett Smithley,RichMarFlorist.com (Rick Ware),Chevrolet,487,running,0,0,0,Martinsville
32,33,31,27,Reed Sorenson,VIPRacingExperience.com (Jay Robinson),Chevrolet,452,rear gear,0,4,0,Martinsville
33,34,37,77,Timmy Hill,Spire Motorsports,Chevrolet,450,transmission,0,0,0,Martinsville
34,35,7,14,Clint Bowyer,Blue DEF (Stewart Haas Racing),Ford,449,track bar,0,9,0,Martinsville
35,36,2,9,Chase Elliott,Mountain Dew (Rick Hendrick),Chevrolet,445,running,0,4,0,Martinsville
36,37,4,10,Aric Almirola,Smithfield (Stewart Haas Racing),Ford,363,crash,0,11,0,Martinsville
37,38,24,48,Jimmie Johnson,Ally (Rick Hendrick),Chevrolet,361,crash,0,1,0,Martinsville
0,1,1,4,Kevin Harvick,Busch Beer / Ducks Unlimited (Stewart Haas Racing),Ford,334,running,119,55,6,Fort Worth
1,2,6,10,Aric Almirola,Smithfield (Stewart Haas Racing),Ford,334,running,62,45,1,Fort Worth
2,3,7,41,Daniel Suarez,Walmart Family Mobile (Stewart Haas Racing),Ford,334,running,25,37,0,Fort Worth
3,4,11,22,Joey Logano,AAA Insurance (Roger Penske),Ford,334,running,5,39,0,Fort Worth
4,5,5,88,Alex Bowman,Valvoline (Rick Hendrick),Chevrolet,334,running,11,43,0,Fort Worth
5,6,17,19,"Martin Truex, Jr.",Bass Pro Shops / Tracker ATVs & Boats (Joe Gibbs),Toyota,334,running,0,31,0,Fort Worth
6,7,12,18,Kyle Busch,M&M's (Joe Gibbs),Toyota,334,running,18,38,0,Fort Worth
7,8,15,12,Ryan Blaney,Wabash National / Supreme (Roger Penske),Ford,334,running,0,31,0,Fort Worth
8,9,4,1,Kurt Busch,Monster Energy (Chip Ganassi),Chevrolet,334,running,1,32,0,Fort Worth
9,10,2,20,Erik Jones,Sport Clips (Joe Gibbs),Toyota,334,running,9,36,0,Fort Worth
10,11,24,14,Clint Bowyer,Mobil 1 / Rush Truck Centers (Stewart Haas Racing),Ford,334,running,36,35,0,Fort Worth
11,12,13,42,Kyle Larson,McDonald's (Chip Ganassi),Chevrolet,334,running,0,40,0,Fort Worth
12,13,21,3,Austin Dillon,Rig Up (Richard Childress),Chevrolet,334,running,0,29,0,Fort Worth
13,14,10,95,Matt DiBenedetto,Procore (Leavine Family Racing),Toyota,334,running,0,23,0,Fort Worth
14,15,25,6,Ryan Newman,Roush Performance / Acronis (Jack Roush),Ford,333,running,0,22,0,Fort Worth
15,16,16,8,Daniel Hemric,CAT Dozers (Richard Childress),Chevrolet,333,running,0,22,0,Fort Worth
16,17,18,24,William Byron,Axalta / Service King Collision (Rick Hendrick),Chevrolet,333,running,8,21,0,Fort Worth
17,18,19,13,Ty Dillon,GEICO Military (Germain Racing),Chevrolet,333,running,0,19,0,Fort Worth
18,19,20,37,Chris Buescher,Slim Jim / Skinner / Bush's Beans (JTG-Daugherty Racing),Chevrolet,333,running,0,18,0,Fort Worth
19,20,31,21,Paul Menard,Menards / Jack Links (Wood Brothers),Ford,333,running,0,17,0,Fort Worth
20,21,29,36,John Hunter Nemechek,Speedy Cash (Bob Jenkins),Ford,333,running,0,0,0,Fort Worth
21,22,30,96,Parker Kligerman,TRD 40th Anniversary (Gaunt Brothers),Toyota,332,running,0,0,0,Fort Worth
22,23,28,47,Ryan Preece,Kroger / Little Bites / Cheerios (JTG-Daugherty Racing),Chevrolet,331,running,0,17,0,Fort Worth
23,24,22,43,Bubba Wallace,Covert Auto Group (Richard Petty Motorsports),Chevrolet,331,running,0,-37,0,Fort Worth
24,25,27,34,Michael McDowell,Love's Travel Stops / Luber Finer (Bob Jenkins),Ford,329,running,0,12,0,Fort Worth
25,26,34,53,J.J. Yeley,Factor One Source Pharmacy (Rick Ware),Ford,329,running,0,0,0,Fort Worth
26,27,32,0,Landon Cassill,Pop-A-Lock (StarCom Racing),Chevrolet,328,running,0,0,0,Fort Worth
27,28,3,11,Denny Hamlin,FedEx Office (Joe Gibbs),Toyota,328,running,0,9,0,Fort Worth
28,29,38,15,Joe Nemechek,Xchange of America / Southside Bank (Jay Robinson),Chevrolet,327,running,0,0,0,Fort Worth
29,30,39,51,Josh Bilicki,Jacob Companies (Rick Ware),Chevrolet,323,running,0,0,0,Fort Worth
30,31,35,27,Ross Chastain,Low-T Center (Jay Robinson),Chevrolet,319,running,0,0,0,Fort Worth
31,32,14,9,Chase Elliott,NAPA Auto Parts (Rick Hendrick),Chevrolet,312,running,0,5,0,Fort Worth
32,33,37,77,Quin Houff,Spire Motorsports,Chevrolet,202,hub,0,4,0,Fort Worth
33,34,23,48,Jimmie Johnson,Ally (Rick Hendrick),Chevrolet,199,dvp,40,11,0,Fort Worth
34,35,26,38,David Ragan,Mystik Lubricants (Bob Jenkins),Ford,189,crash,0,2,0,Fort Worth
35,36,36,52,Garrett Smithley,Victory Lane / Kendall Oil (Rick Ware),Ford,188,crash,0,0,0,Fort Worth
36,37,40,66,Timmy Hill,Tex Talk (Carl Long),Toyota,156,engine,0,0,0,Fort Worth
37,38,33,32,Corey LaJoie,Schluter Systems (Archie St. Hilaire),Ford,67,crash,0,1,0,Fort Worth
38,39,8,2,Brad Keselowski,Wurth (Roger Penske),Ford,52,crash,0,1,0,Fort Worth
39,40,9,17,"Ricky Stenhouse, Jr.",Fastenal / Norton Saint-Gobain (Jack Roush),Ford,52,crash,0,1,0,Fort Worth
0,1,3,11,Denny Hamlin,FedEx Ground (Joe Gibbs),Toyota,312,running,143,59,6,Phoenix
1,2,1,18,Kyle Busch,M&M's (Joe Gibbs),Toyota,312,running,69,50,0,Phoenix
2,3,10,12,Ryan Blaney,DEX Imaging (Roger Penske),Ford,312,running,0,44,0,Phoenix
3,4,5,42,Kyle Larson,Clover (Chip Ganassi),Chevrolet,312,running,0,42,0,Phoenix
4,5,7,4,Kevin Harvick,Mobil 1 (Stewart Haas Racing),Ford,312,running,0,38,0,Phoenix
5,6,4,19,"Martin Truex, Jr.",Bass Pro Shops / Tracker ATVs & Boats (Joe Gibbs),Toyota,312,running,0,36,0,Phoenix
6,7,9,20,Erik Jones,Interstate Batteries (Joe Gibbs),Toyota,312,running,0,30,0,Phoenix
7,8,13,14,Clint Bowyer,One Cure (Stewart Haas Racing),Ford,312,running,0,29,0,Phoenix
8,9,2,22,Joey Logano,Shell / Pennzoil (Roger Penske),Ford,312,running,93,45,1,Phoenix
9,10,12,2,Brad Keselowski,Miller Lite Holiday Knitwear (Roger Penske),Ford,312,running,3,34,0,Phoenix
10,11,8,1,Kurt Busch,Monster Energy (Chip Ganassi),Chevrolet,312,running,4,28,0,Phoenix
11,12,19,21,Paul Menard,Menards / Maytag (Wood Brothers),Ford,312,running,0,25,0,Phoenix
12,13,16,95,Matt DiBenedetto,Dumont Jets (Leavine Family Racing),Toyota,312,running,0,24,0,Phoenix
13,14,22,48,Jimmie Johnson,Ally (Rick Hendrick),Chevrolet,312,running,0,23,0,Phoenix
14,15,15,41,Daniel Suarez,Haas Automation (Stewart Haas Racing),Ford,312,running,0,22,0,Phoenix
15,16,17,37,Chris Buescher,Maxwell House / Bush's / Louisiana Hot Sauce (JTG-Daugherty Racing),Chevrolet,311,running,0,21,0,Phoenix
16,17,18,24,William Byron,Hertz (Rick Hendrick),Chevrolet,311,running,0,23,0,Phoenix
17,18,20,6,Ryan Newman,Mazola (Jack Roush),Ford,311,running,0,19,0,Phoenix
18,19,24,17,"Ricky Stenhouse, Jr.",NOS Energy (Jack Roush),Ford,311,running,0,18,0,Phoenix
19,20,29,13,Ty Dillon,GEICO Military (Germain Racing),Chevrolet,311,running,0,17,0,Phoenix
20,21,27,8,Daniel Hemric,CAT Large Dozers (Richard Childress),Chevrolet,311,running,0,16,0,Phoenix
21,22,11,10,Aric Almirola,Eckrich (Stewart Haas Racing),Ford,310,running,0,15,0,Phoenix
22,23,14,88,Alex Bowman,Axalta (Rick Hendrick),Chevrolet,310,running,0,14,0,Phoenix
23,24,28,3,Austin Dillon,"American Ethanol ""15 Million Miles on E15"" (Richard Childress)",Chevrolet,309,running,0,13,0,Phoenix
24,25,23,43,Bubba Wallace,United States Air Force (Richard Petty Motorsports),Chevrolet,308,running,0,12,0,Phoenix
25,26,25,47,Ryan Preece,Kroger / No Yolks / Tyson (JTG-Daugherty Racing),Chevrolet,307,running,0,11,0,Phoenix
26,27,26,36,John Hunter Nemechek,Yanmar / Martin Generators (Bob Jenkins),Ford,307,running,0,0,0,Phoenix
27,28,32,15,Ross Chastain,Premium Motorsports (Jay Robinson),Chevrolet,307,running,0,0,0,Phoenix
28,29,39,53,J.J. Yeley,Factor One Source Pharmacy (Rick Ware),Chevrolet,306,running,0,0,0,Phoenix
29,30,21,34,Michael McDowell,Love's Travel Stops / Delo (Bob Jenkins),Ford,306,running,0,7,0,Phoenix
30,31,35,51,Garrett Smithley,Jacob Companies (Rick Ware),Chevrolet,304,running,0,0,0,Phoenix
31,32,34,52,Bayley Currey,Pit Boss Grills (Rick Ware),Chevrolet,304,running,0,0,0,Phoenix
32,33,33,0,Landon Cassill,StarCom Fiber (StarCom Racing),Chevrolet,303,running,0,0,0,Phoenix
33,34,36,27,Joe Nemechek,VIPRacingExperience.com (Jay Robinson),Chevrolet,296,running,0,0,0,Phoenix
34,35,31,32,Corey LaJoie,Bluegreen Vacations (Archie St. Hilaire),Ford,294,running,0,2,0,Phoenix
35,36,30,38,David Ragan,Mannington Commercial (Bob Jenkins),Ford,261,suspension,0,1,0,Phoenix
36,37,37,77,Reed Sorenson,Spire Motorsports,Chevrolet,226,brakes,0,1,0,Phoenix
37,38,38,66,Joey Gase,Fan Memories at WGI (Carl Long),Toyota,170,engine,0,0,0,Phoenix
38,39,6,9,Chase Elliott,NAPA Autocare Center (Rick Hendrick),Chevrolet,165,crash,0,18,0,Phoenix
0,1,4,18,Kyle Busch,M&M's (Joe Gibbs),Toyota,267,running,120,40,6,Homestead
1,2,3,19,"Martin Truex, Jr.",Bass Pro Shops / Tracker ATVs & Boats (Joe Gibbs),Toyota,267,running,103,35,1,Homestead
2,3,16,20,Erik Jones,DeWalt (Joe Gibbs),Toyota,267,running,0,37,0,Homestead
3,4,2,4,Kevin Harvick,Busch Light (Stewart Haas Racing),Ford,267,running,41,33,0,Homestead
4,5,5,22,Joey Logano,Shell / Pennzoil (Roger Penske),Ford,267,running,0,36,0,Homestead
5,6,10,14,Clint Bowyer,Rush Truck Centers / Haas CNC (Stewart Haas Racing),Ford,267,running,0,36,0,Homestead
6,7,15,6,Ryan Newman,Wyndham Rewards (Jack Roush),Ford,267,running,0,30,0,Homestead
7,8,22,3,Austin Dillon,Symbicort (Richard Childress),Chevrolet,267,running,0,30,0,Homestead
8,9,12,88,Alex Bowman,Nationwide (Rick Hendrick),Chevrolet,267,running,0,28,0,Homestead
9,10,1,11,Denny Hamlin,FedEx Express (Joe Gibbs),Toyota,267,running,2,27,0,Homestead
10,11,7,12,Ryan Blaney,Menards / Richmond (Roger Penske),Ford,266,running,0,36,0,Homestead
11,12,25,8,Daniel Hemric,myblu (Richard Childress),Chevrolet,266,running,0,25,0,Homestead
12,13,18,48,Jimmie Johnson,Ally (Rick Hendrick),Chevrolet,266,running,0,28,0,Homestead
13,14,17,41,Daniel Suarez,Haas Automation (Stewart Haas Racing),Ford,266,running,0,23,0,Homestead
14,15,11,9,Chase Elliott,NAPA Auto Parts (Rick Hendrick),Chevrolet,266,running,0,22,0,Homestead
15,16,20,37,Chris Buescher,Honey Nut Cheerios (JTG-Daugherty Racing),Chevrolet,266,running,0,21,0,Homestead
16,17,19,21,Paul Menard,Motorcraft / Quick Lane Tire & Auto Center (Wood Brothers),Ford,266,running,0,20,0,Homestead
17,18,8,2,Brad Keselowski,Discount Tire (Roger Penske),Ford,265,running,0,19,0,Homestead
18,19,23,17,"Ricky Stenhouse, Jr.",Fastenal / DeWalt (Jack Roush),Ford,265,running,1,18,0,Homestead
19,20,21,95,Matt DiBenedetto,Toyota Express Maintenance (Leavine Family Racing),Toyota,265,running,0,17,0,Homestead
20,21,13,1,Kurt Busch,Monster Energy (Chip Ganassi),Chevrolet,265,running,0,16,0,Homestead
21,22,14,10,Aric Almirola,Smithfield (Stewart Haas Racing),Ford,264,running,0,15,0,Homestead
22,23,30,36,John Hunter Nemechek,Speedy Cash (Bob Jenkins),Ford,264,running,0,0,0,Homestead
23,24,24,13,Ty Dillon,GEICO (Germain Racing),Chevrolet,263,running,0,13,0,Homestead
24,25,26,47,Ryan Preece,Kroger / Totino's / No Yolks (JTG-Daugherty Racing),Chevrolet,263,running,0,12,0,Homestead
25,26,28,34,Michael McDowell,Love's Travel Stops / Luber Finer (Bob Jenkins),Ford,263,running,0,11,0,Homestead
26,27,31,38,David Ragan,Thank You David (Bob Jenkins),Ford,263,running,0,10,0,Homestead
27,28,33,0,Landon Cassill,International Marine / Comet Delivery Svcs. (StarCom Racing),Chevrolet,262,running,0,0,0,Homestead
28,29,37,96,Drew Herring,TRD 40th Anniversary (Gaunt Brothers),Toyota,262,running,0,8,0,Homestead
29,30,34,51,J.J. Yeley,Jacob Companies (Rick Ware),Ford,262,running,0,0,0,Homestead
30,31,29,32,Corey LaJoie,CorvetteParts.net / Skooza.com (Archie St. Hilaire),Ford,261,running,0,6,0,Homestead
31,32,39,53,B.J. McLeod,AQRE.app (Rick Ware),Chevrolet,256,running,0,0,0,Homestead
32,33,40,66,Timmy Hill,Generx Generators / FixMyGen.com (Carl Long),Toyota,248,running,0,0,0,Homestead
33,34,27,43,Bubba Wallace,Victory Junction (Richard Petty Motorsports),Chevrolet,243,running,0,3,0,Homestead
34,35,36,27,Ross Chastain,Xchange of America (Jay Robinson),Chevrolet,242,running,0,0,0,Homestead
35,36,38,52,Josh Bilicki,Travis Mills Foundation (Rick Ware),Ford,240,brakes,0,0,0,Homestead
36,37,35,77,Reed Sorenson,Rousseau / Quartz (Spire Motorsports),Chevrolet,236,brakes,0,1,0,Homestead
37,38,32,15,Joe Nemechek,RoyalTeakCollection.com (Jay Robinson),Chevrolet,227,steering,0,0,0,Homestead
38,39,9,24,William Byron,Axalta Flames of Independence (Rick Hendrick),Chevrolet,215,engine,0,4,0,Homestead
39,40,6,42,Kyle Larson,Credit One Bank (Chip Ganassi),Chevrolet,209,engine,0,18,0,Homestead
0,1,21,11,Denny Hamlin,FedEx Express (Joe Gibbs),Toyota,209,running,79,50,6,Daytona
1,2,27,12,Ryan Blaney,Menards / Peak (Roger Penske),Ford,209,running,4,43,0,Daytona
2,3,19,17,Chris Buescher,DeWalt / Fastenal (Jack Roush),Ford,209,running,0,37,0,Daytona
3,4,30,36,David Ragan,Select Blinds (Rick Ware),Ford,209,running,0,33,0,Daytona
4,5,10,4,Kevin Harvick,Busch Light #PIT4BUSCH (Stewart Haas Racing),Ford,209,running,0,32,0,Daytona
